customer_id,customer_rating,review_text,sentiment
7317,4,"amazing experience, highly recommend!",positive
7318,3,"delivery was fine, product is decent.",neutral
7319,2,very disappointed with the quality.,negative
7320,5,"amazing experience, highly recommend!",positive
7321,2,late delivery and poor packaging.,negative
7322,3,works fine but could be better.,neutral
7323,2,late delivery and poor packaging.,negative
7324,3,works fine but could be better.,neutral
7325,1,not worth the price.,negative
7326,1,late delivery and poor packaging.,negative
7327,1,late delivery and poor packaging.,negative
7328,4,fast delivery and great packaging.,positive
7329,2,product stopped working after few days.,negative
7330,3,average experience overall.,neutral
7331,3,neutral about the quality.,neutral
7332,5,excellent product! exceeded expectations.,positive
7333,4,fast delivery and great packaging.,positive
7334,2,very disappointed with the quality.,negative
7335,1,product stopped working after few days.,negative
7336,1,product stopped working after few days.,negative
7337,1,very disappointed with the quality.,negative
7338,1,not worth the price.,negative
7339,4,fast delivery and great packaging.,positive
7340,4,"amazing experience, highly recommend!",positive
7341,3,works fine but could be better.,neutral
7342,3,"product is okay, nothing special.",neutral
7343,2,customer service was unhelpful.,negative
7344,2,late delivery and poor packaging.,negative
7345,1,product stopped working after few days.,negative
7346,2,not worth the price.,negative
7347,3,"delivery was fine, product is decent.",neutral
7348,2,not worth the price.,negative
7349,5,great value for money.,positive
7350,2,not worth the price.,negative
7351,4,very satisfied with the quality.,positive
7352,2,late delivery and poor packaging.,negative
7353,5,"amazing experience, highly recommend!",positive
7354,3,"delivery was fine, product is decent.",neutral
7355,4,great value for money.,positive
7356,5,excellent product! exceeded expectations.,positive
7357,5,fast delivery and great packaging.,positive
7358,3,works fine but could be better.,neutral
7359,5,great value for money.,positive
7360,4,excellent product! exceeded expectations.,positive
7361,1,late delivery and poor packaging.,negative
7362,3,neutral about the quality.,neutral
7363,3,"product is okay, nothing special.",neutral
7364,2,late delivery and poor packaging.,negative
7365,4,excellent product! exceeded expectations.,positive
7366,5,very satisfied with the quality.,positive
7367,3,"product is okay, nothing special.",neutral
7368,1,not worth the price.,negative
7369,4,excellent product! exceeded expectations.,positive
7370,5,very satisfied with the quality.,positive
7371,1,late delivery and poor packaging.,negative
7372,5,fast delivery and great packaging.,positive
7373,4,fast delivery and great packaging.,positive
7374,1,late delivery and poor packaging.,negative
7375,2,product stopped working after few days.,negative
7376,1,not worth the price.,negative
7377,3,"product is okay, nothing special.",neutral
7378,2,very disappointed with the quality.,negative
7379,4,"amazing experience, highly recommend!",positive
7380,4,very satisfied with the quality.,positive
7381,4,very satisfied with the quality.,positive
7382,3,works fine but could be better.,neutral
7383,4,great value for money.,positive
7384,5,excellent product! exceeded expectations.,positive
7385,3,neutral about the quality.,neutral
7386,5,very satisfied with the quality.,positive
7387,3,works fine but could be better.,neutral
7388,3,works fine but could be better.,neutral
7389,3,works fine but could be better.,neutral
7390,1,very disappointed with the quality.,negative
7391,3,"delivery was fine, product is decent.",neutral
7392,5,excellent product! exceeded expectations.,positive
7393,4,very satisfied with the quality.,positive
7394,3,neutral about the quality.,neutral
7395,3,"delivery was fine, product is decent.",neutral
7396,3,average experience overall.,neutral
7397,1,customer service was unhelpful.,negative
7398,4,very satisfied with the quality.,positive
7399,1,very disappointed with the quality.,negative
7400,4,very satisfied with the quality.,positive
7401,1,customer service was unhelpful.,negative
7402,3,works fine but could be better.,neutral
7403,5,great value for money.,positive
7404,1,not worth the price.,negative
7405,1,customer service was unhelpful.,negative
7406,4,great value for money.,positive
7407,4,fast delivery and great packaging.,positive
7408,3,average experience overall.,neutral
7409,1,customer service was unhelpful.,negative
7410,3,works fine but could be better.,neutral
7411,4,"amazing experience, highly recommend!",positive
7412,2,product stopped working after few days.,negative
7413,1,not worth the price.,negative
7414,1,very disappointed with the quality.,negative
7415,5,very satisfied with the quality.,positive
7416,1,customer service was unhelpful.,negative
7417,4,"amazing experience, highly recommend!",positive
7418,3,average experience overall.,neutral
7419,3,works fine but could be better.,neutral
7420,4,fast delivery and great packaging.,positive
7421,1,customer service was unhelpful.,negative
7422,1,late delivery and poor packaging.,negative
7423,3,"product is okay, nothing special.",neutral
7424,3,works fine but could be better.,neutral
7425,3,neutral about the quality.,neutral
7426,4,great value for money.,positive
7427,5,"amazing experience, highly recommend!",positive
7428,3,works fine but could be better.,neutral
7429,4,very satisfied with the quality.,positive
7430,4,fast delivery and great packaging.,positive
7431,2,product stopped working after few days.,negative
7432,5,great value for money.,positive
7433,5,"amazing experience, highly recommend!",positive
7434,2,product stopped working after few days.,negative
7435,2,customer service was unhelpful.,negative
7436,4,great value for money.,positive
7437,4,great value for money.,positive
7438,2,customer service was unhelpful.,negative
7439,1,late delivery and poor packaging.,negative
7440,3,neutral about the quality.,neutral
7441,4,great value for money.,positive
7442,5,excellent product! exceeded expectations.,positive
7443,2,late delivery and poor packaging.,negative
7444,5,fast delivery and great packaging.,positive
7445,4,"amazing experience, highly recommend!",positive
7446,3,works fine but could be better.,neutral
7447,4,fast delivery and great packaging.,positive
7448,5,very satisfied with the quality.,positive
7449,5,excellent product! exceeded expectations.,positive
7450,3,neutral about the quality.,neutral
7451,3,average experience overall.,neutral
7452,4,very satisfied with the quality.,positive
7453,2,not worth the price.,negative
7454,3,works fine but could be better.,neutral
7455,3,neutral about the quality.,neutral
7456,3,works fine but could be better.,neutral
7457,2,not worth the price.,negative
7458,1,not worth the price.,negative
7459,3,average experience overall.,neutral
7460,5,great value for money.,positive
7461,4,"amazing experience, highly recommend!",positive
7462,2,not worth the price.,negative
7463,4,great value for money.,positive
7464,1,very disappointed with the quality.,negative
7465,4,excellent product! exceeded expectations.,positive
7466,2,not worth the price.,negative
7467,3,"product is okay, nothing special.",neutral
7468,1,product stopped working after few days.,negative
7469,3,"delivery was fine, product is decent.",neutral
7470,1,not worth the price.,negative
7471,4,excellent product! exceeded expectations.,positive
7472,2,very disappointed with the quality.,negative
7473,5,very satisfied with the quality.,positive
7474,3,works fine but could be better.,neutral
7475,1,late delivery and poor packaging.,negative
7476,5,great value for money.,positive
7477,3,"product is okay, nothing special.",neutral
7478,2,very disappointed with the quality.,negative
7479,4,fast delivery and great packaging.,positive
7480,5,"amazing experience, highly recommend!",positive
7481,4,great value for money.,positive
7482,4,fast delivery and great packaging.,positive
7483,5,fast delivery and great packaging.,positive
7484,3,"delivery was fine, product is decent.",neutral
7485,3,works fine but could be better.,neutral
7486,1,very disappointed with the quality.,negative
7487,3,average experience overall.,neutral
7488,5,great value for money.,positive
7489,2,customer service was unhelpful.,negative
7490,4,excellent product! exceeded expectations.,positive
7491,5,great value for money.,positive
7492,2,late delivery and poor packaging.,negative
7493,1,very disappointed with the quality.,negative
7494,2,customer service was unhelpful.,negative
7495,1,customer service was unhelpful.,negative
7496,4,"amazing experience, highly recommend!",positive
7497,2,very disappointed with the quality.,negative
7498,5,"amazing experience, highly recommend!",positive
7499,4,great value for money.,positive
7500,4,excellent product! exceeded expectations.,positive
7501,2,late delivery and poor packaging.,negative
7502,2,product stopped working after few days.,negative
7503,2,product stopped working after few days.,negative
7504,1,very disappointed with the quality.,negative
7505,2,very disappointed with the quality.,negative
7506,3,neutral about the quality.,neutral
7507,3,works fine but could be better.,neutral
7508,3,"delivery was fine, product is decent.",neutral
7509,5,very satisfied with the quality.,positive
7510,3,"product is okay, nothing special.",neutral
7511,4,excellent product! exceeded expectations.,positive
7512,3,neutral about the quality.,neutral
7513,2,customer service was unhelpful.,negative
7514,4,great value for money.,positive
7515,5,fast delivery and great packaging.,positive
7516,3,"product is okay, nothing special.",neutral
7517,3,"delivery was fine, product is decent.",neutral
7518,2,customer service was unhelpful.,negative
7519,4,excellent product! exceeded expectations.,positive
7520,1,late delivery and poor packaging.,negative
7521,4,great value for money.,positive
7522,3,works fine but could be better.,neutral
7523,5,great value for money.,positive
7524,1,not worth the price.,negative
7525,3,"delivery was fine, product is decent.",neutral
7526,3,"product is okay, nothing special.",neutral
7527,5,great value for money.,positive
7528,2,product stopped working after few days.,negative
7529,3,works fine but could be better.,neutral
7530,3,neutral about the quality.,neutral
7531,3,"delivery was fine, product is decent.",neutral
7532,2,product stopped working after few days.,negative
7533,3,works fine but could be better.,neutral
7534,2,product stopped working after few days.,negative
7535,1,not worth the price.,negative
7536,1,product stopped working after few days.,negative
7537,2,late delivery and poor packaging.,negative
7538,3,neutral about the quality.,neutral
7539,4,great value for money.,positive
7540,4,excellent product! exceeded expectations.,positive
7541,1,very disappointed with the quality.,negative
7542,3,"delivery was fine, product is decent.",neutral
7543,2,late delivery and poor packaging.,negative
7544,5,"amazing experience, highly recommend!",positive
7545,1,customer service was unhelpful.,negative
7546,3,"product is okay, nothing special.",neutral
7547,3,"product is okay, nothing special.",neutral
7548,1,customer service was unhelpful.,negative
7549,1,very disappointed with the quality.,negative
7550,5,fast delivery and great packaging.,positive
7551,2,product stopped working after few days.,negative
7552,3,"product is okay, nothing special.",neutral
7553,4,very satisfied with the quality.,positive
7554,2,late delivery and poor packaging.,negative
7555,3,"delivery was fine, product is decent.",neutral
7556,3,neutral about the quality.,neutral
7557,4,excellent product! exceeded expectations.,positive
7558,1,not worth the price.,negative
7559,5,"amazing experience, highly recommend!",positive
7560,5,"amazing experience, highly recommend!",positive
7561,4,fast delivery and great packaging.,positive
7562,5,excellent product! exceeded expectations.,positive
7563,4,great value for money.,positive
7564,5,fast delivery and great packaging.,positive
7565,1,very disappointed with the quality.,negative
7566,3,"product is okay, nothing special.",neutral
7567,5,fast delivery and great packaging.,positive
7568,2,late delivery and poor packaging.,negative
7569,5,excellent product! exceeded expectations.,positive
7570,1,very disappointed with the quality.,negative
7571,1,very disappointed with the quality.,negative
7572,4,great value for money.,positive
7573,5,fast delivery and great packaging.,positive
7574,2,late delivery and poor packaging.,negative
7575,5,great value for money.,positive
7576,2,product stopped working after few days.,negative
7577,5,great value for money.,positive
7578,1,late delivery and poor packaging.,negative
7579,4,very satisfied with the quality.,positive
7580,5,very satisfied with the quality.,positive
7581,3,average experience overall.,neutral
7582,5,very satisfied with the quality.,positive
7583,1,not worth the price.,negative
7584,4,very satisfied with the quality.,positive
7585,1,very disappointed with the quality.,negative
7586,4,fast delivery and great packaging.,positive
7587,1,very disappointed with the quality.,negative
7588,5,"amazing experience, highly recommend!",positive
7589,3,"delivery was fine, product is decent.",neutral
7590,2,product stopped working after few days.,negative
7591,5,fast delivery and great packaging.,positive
7592,3,"product is okay, nothing special.",neutral
7593,5,fast delivery and great packaging.,positive
7594,3,average experience overall.,neutral
7595,3,neutral about the quality.,neutral
7596,1,not worth the price.,negative
7597,2,late delivery and poor packaging.,negative
7598,4,very satisfied with the quality.,positive
7599,2,very disappointed with the quality.,negative
7600,1,late delivery and poor packaging.,negative
7601,2,customer service was unhelpful.,negative
7602,3,"product is okay, nothing special.",neutral
7603,2,late delivery and poor packaging.,negative
7604,4,very satisfied with the quality.,positive
7605,5,fast delivery and great packaging.,positive
7606,1,customer service was unhelpful.,negative
7607,1,product stopped working after few days.,negative
7608,1,product stopped working after few days.,negative
7609,1,late delivery and poor packaging.,negative
7610,5,excellent product! exceeded expectations.,positive
7611,4,"amazing experience, highly recommend!",positive
7612,4,very satisfied with the quality.,positive
7613,5,fast delivery and great packaging.,positive
7614,4,"amazing experience, highly recommend!",positive
7615,5,"amazing experience, highly recommend!",positive
7616,1,very disappointed with the quality.,negative
7617,5,great value for money.,positive
7618,4,"amazing experience, highly recommend!",positive
7619,1,product stopped working after few days.,negative
7620,1,not worth the price.,negative
7621,4,great value for money.,positive
7622,3,neutral about the quality.,neutral
7623,2,customer service was unhelpful.,negative
7624,1,very disappointed with the quality.,negative
7625,3,neutral about the quality.,neutral
7626,2,late delivery and poor packaging.,negative
7627,2,very disappointed with the quality.,negative
7628,5,very satisfied with the quality.,positive
7629,1,very disappointed with the quality.,negative
7630,4,very satisfied with the quality.,positive
7631,4,great value for money.,positive
7632,1,late delivery and poor packaging.,negative
7633,1,customer service was unhelpful.,negative
7634,4,"amazing experience, highly recommend!",positive
7635,3,works fine but could be better.,neutral
7636,2,very disappointed with the quality.,negative
7637,3,works fine but could be better.,neutral
7638,2,not worth the price.,negative
7639,5,very satisfied with the quality.,positive
7640,1,late delivery and poor packaging.,negative
7641,1,very disappointed with the quality.,negative
7642,3,neutral about the quality.,neutral
7643,1,very disappointed with the quality.,negative
7644,2,not worth the price.,negative
7645,4,very satisfied with the quality.,positive
7646,5,great value for money.,positive
7647,1,not worth the price.,negative
7648,4,fast delivery and great packaging.,positive
7649,2,customer service was unhelpful.,negative
7650,5,great value for money.,positive
7651,4,great value for money.,positive
7652,1,very disappointed with the quality.,negative
7653,4,great value for money.,positive
7654,1,product stopped working after few days.,negative
7655,2,late delivery and poor packaging.,negative
7656,4,excellent product! exceeded expectations.,positive
7657,5,very satisfied with the quality.,positive
7658,4,"amazing experience, highly recommend!",positive
7659,5,"amazing experience, highly recommend!",positive
7660,4,great value for money.,positive
7661,1,product stopped working after few days.,negative
7662,3,"product is okay, nothing special.",neutral
7663,1,product stopped working after few days.,negative
7664,1,not worth the price.,negative
7665,5,"amazing experience, highly recommend!",positive
7666,4,fast delivery and great packaging.,positive
7667,1,late delivery and poor packaging.,negative
7668,5,excellent product! exceeded expectations.,positive
7669,5,very satisfied with the quality.,positive
7670,4,"amazing experience, highly recommend!",positive
7671,3,neutral about the quality.,neutral
7672,5,very satisfied with the quality.,positive
7673,5,"amazing experience, highly recommend!",positive
7674,3,"product is okay, nothing special.",neutral
7675,2,very disappointed with the quality.,negative
7676,1,customer service was unhelpful.,negative
7677,2,not worth the price.,negative
7678,5,very satisfied with the quality.,positive
7679,4,"amazing experience, highly recommend!",positive
7680,4,fast delivery and great packaging.,positive
7681,1,late delivery and poor packaging.,negative
7682,3,works fine but could be better.,neutral
7683,2,customer service was unhelpful.,negative
7684,1,customer service was unhelpful.,negative
7685,4,"amazing experience, highly recommend!",positive
7686,1,very disappointed with the quality.,negative
7687,5,"amazing experience, highly recommend!",positive
7688,1,product stopped working after few days.,negative
7689,4,"amazing experience, highly recommend!",positive
7690,1,late delivery and poor packaging.,negative
7691,2,product stopped working after few days.,negative
7692,5,very satisfied with the quality.,positive
7693,5,very satisfied with the quality.,positive
7694,3,"product is okay, nothing special.",neutral
7695,2,product stopped working after few days.,negative
7696,2,not worth the price.,negative
7697,3,neutral about the quality.,neutral
7698,2,product stopped working after few days.,negative
7699,5,great value for money.,positive
7700,2,not worth the price.,negative
7701,2,not worth the price.,negative
7702,3,"delivery was fine, product is decent.",neutral
7703,2,very disappointed with the quality.,negative
7704,3,average experience overall.,neutral
7705,2,very disappointed with the quality.,negative
7706,5,fast delivery and great packaging.,positive
7707,3,works fine but could be better.,neutral
7708,1,very disappointed with the quality.,negative
7709,1,customer service was unhelpful.,negative
7710,5,fast delivery and great packaging.,positive
7711,3,average experience overall.,neutral
7712,2,late delivery and poor packaging.,negative
7713,2,product stopped working after few days.,negative
7714,5,very satisfied with the quality.,positive
7715,2,very disappointed with the quality.,negative
7716,4,excellent product! exceeded expectations.,positive
7717,2,not worth the price.,negative
7718,5,great value for money.,positive
7719,4,very satisfied with the quality.,positive
7720,5,excellent product! exceeded expectations.,positive
7721,2,product stopped working after few days.,negative
7722,3,works fine but could be better.,neutral
7723,2,not worth the price.,negative
7724,3,"product is okay, nothing special.",neutral
7725,2,product stopped working after few days.,negative
7726,1,late delivery and poor packaging.,negative
7727,2,late delivery and poor packaging.,negative
7728,2,not worth the price.,negative
7729,3,works fine but could be better.,neutral
7730,2,very disappointed with the quality.,negative
7731,1,very disappointed with the quality.,negative
7732,2,not worth the price.,negative
7733,4,very satisfied with the quality.,positive
7734,1,very disappointed with the quality.,negative
7735,2,product stopped working after few days.,negative
7736,2,late delivery and poor packaging.,negative
7737,4,great value for money.,positive
7738,5,excellent product! exceeded expectations.,positive
7739,5,"amazing experience, highly recommend!",positive
7740,4,fast delivery and great packaging.,positive
7741,1,late delivery and poor packaging.,negative
7742,5,very satisfied with the quality.,positive
7743,5,great value for money.,positive
7744,1,customer service was unhelpful.,negative
7745,3,works fine but could be better.,neutral
7746,5,very satisfied with the quality.,positive
7747,4,excellent product! exceeded expectations.,positive
7748,2,late delivery and poor packaging.,negative
7749,3,"product is okay, nothing special.",neutral
7750,1,late delivery and poor packaging.,negative
7751,3,"product is okay, nothing special.",neutral
7752,1,very disappointed with the quality.,negative
7753,4,"amazing experience, highly recommend!",positive
7754,1,not worth the price.,negative
7755,1,late delivery and poor packaging.,negative
7756,2,very disappointed with the quality.,negative
7757,2,very disappointed with the quality.,negative
7758,5,great value for money.,positive
7759,4,excellent product! exceeded expectations.,positive
7760,4,great value for money.,positive
7761,4,excellent product! exceeded expectations.,positive
7762,3,"product is okay, nothing special.",neutral
7763,1,very disappointed with the quality.,negative
7764,2,customer service was unhelpful.,negative
7765,4,great value for money.,positive
7766,3,"delivery was fine, product is decent.",neutral
7767,2,product stopped working after few days.,negative
7768,3,"delivery was fine, product is decent.",neutral
7769,1,late delivery and poor packaging.,negative
7770,5,very satisfied with the quality.,positive
7771,2,customer service was unhelpful.,negative
7772,2,product stopped working after few days.,negative
7773,2,not worth the price.,negative
7774,1,customer service was unhelpful.,negative
7775,3,"product is okay, nothing special.",neutral
7776,2,not worth the price.,negative
7777,3,"product is okay, nothing special.",neutral
7778,4,excellent product! exceeded expectations.,positive
7779,1,not worth the price.,negative
7780,3,"product is okay, nothing special.",neutral
7781,1,not worth the price.,negative
7782,4,very satisfied with the quality.,positive
7783,3,average experience overall.,neutral
7784,3,average experience overall.,neutral
7785,2,not worth the price.,negative
7786,3,"product is okay, nothing special.",neutral
7787,2,not worth the price.,negative
7788,2,very disappointed with the quality.,negative
7789,5,"amazing experience, highly recommend!",positive
7790,5,excellent product! exceeded expectations.,positive
7791,2,late delivery and poor packaging.,negative
7792,2,very disappointed with the quality.,negative
7793,4,excellent product! exceeded expectations.,positive
7794,1,late delivery and poor packaging.,negative
7795,2,late delivery and poor packaging.,negative
7796,2,customer service was unhelpful.,negative
7797,1,customer service was unhelpful.,negative
7798,1,very disappointed with the quality.,negative
7799,3,average experience overall.,neutral
7800,3,works fine but could be better.,neutral
7801,4,"amazing experience, highly recommend!",positive
7802,3,works fine but could be better.,neutral
7803,2,not worth the price.,negative
7804,3,"product is okay, nothing special.",neutral
7805,5,fast delivery and great packaging.,positive
7806,2,product stopped working after few days.,negative
7807,5,very satisfied with the quality.,positive
7808,1,product stopped working after few days.,negative
7809,4,excellent product! exceeded expectations.,positive
7810,1,not worth the price.,negative
7811,5,very satisfied with the quality.,positive
7812,2,product stopped working after few days.,negative
7813,2,not worth the price.,negative
7814,4,"amazing experience, highly recommend!",positive
7815,3,"delivery was fine, product is decent.",neutral
7816,1,customer service was unhelpful.,negative
7817,4,"amazing experience, highly recommend!",positive
7818,1,product stopped working after few days.,negative
7819,5,fast delivery and great packaging.,positive
7820,1,very disappointed with the quality.,negative
7821,5,fast delivery and great packaging.,positive
7822,3,average experience overall.,neutral
7823,1,late delivery and poor packaging.,negative
7824,2,customer service was unhelpful.,negative
7825,2,customer service was unhelpful.,negative
7826,3,works fine but could be better.,neutral
7827,5,very satisfied with the quality.,positive
7828,2,not worth the price.,negative
7829,3,works fine but could be better.,neutral
7830,4,fast delivery and great packaging.,positive
7831,5,fast delivery and great packaging.,positive
7832,2,product stopped working after few days.,negative
7833,1,customer service was unhelpful.,negative
7834,2,customer service was unhelpful.,negative
7835,4,"amazing experience, highly recommend!",positive
7836,4,great value for money.,positive
7837,4,fast delivery and great packaging.,positive
7838,5,great value for money.,positive
7839,3,"delivery was fine, product is decent.",neutral
7840,3,"delivery was fine, product is decent.",neutral
7841,1,customer service was unhelpful.,negative
7842,1,product stopped working after few days.,negative
7843,5,great value for money.,positive
7844,5,very satisfied with the quality.,positive
7845,4,excellent product! exceeded expectations.,positive
7846,3,works fine but could be better.,neutral
7847,1,product stopped working after few days.,negative
7848,4,excellent product! exceeded expectations.,positive
7849,1,not worth the price.,negative
7850,3,"delivery was fine, product is decent.",neutral
7851,2,product stopped working after few days.,negative
7852,3,"product is okay, nothing special.",neutral
7853,1,late delivery and poor packaging.,negative
7854,2,customer service was unhelpful.,negative
7855,2,not worth the price.,negative
7856,2,customer service was unhelpful.,negative
7857,4,"amazing experience, highly recommend!",positive
7858,2,not worth the price.,negative
7859,2,very disappointed with the quality.,negative
7860,1,product stopped working after few days.,negative
7861,2,late delivery and poor packaging.,negative
7862,4,fast delivery and great packaging.,positive
7863,4,very satisfied with the quality.,positive
7864,1,not worth the price.,negative
7865,2,product stopped working after few days.,negative
7866,4,"amazing experience, highly recommend!",positive
7867,2,product stopped working after few days.,negative
7868,4,very satisfied with the quality.,positive
7869,5,great value for money.,positive
7870,4,"amazing experience, highly recommend!",positive
7871,3,neutral about the quality.,neutral
7872,5,fast delivery and great packaging.,positive
7873,4,excellent product! exceeded expectations.,positive
7874,2,very disappointed with the quality.,negative
7875,5,"amazing experience, highly recommend!",positive
7876,3,neutral about the quality.,neutral
7877,3,average experience overall.,neutral
7878,3,average experience overall.,neutral
7879,5,fast delivery and great packaging.,positive
7880,4,very satisfied with the quality.,positive
7881,5,excellent product! exceeded expectations.,positive
7882,3,"delivery was fine, product is decent.",neutral
7883,2,late delivery and poor packaging.,negative
7884,1,not worth the price.,negative
7885,4,"amazing experience, highly recommend!",positive
7886,3,"delivery was fine, product is decent.",neutral
7887,3,"product is okay, nothing special.",neutral
7888,1,very disappointed with the quality.,negative
7889,3,average experience overall.,neutral
7890,3,"delivery was fine, product is decent.",neutral
7891,3,neutral about the quality.,neutral
7892,1,customer service was unhelpful.,negative
7893,3,"product is okay, nothing special.",neutral
7894,3,"product is okay, nothing special.",neutral
7895,5,great value for money.,positive
7896,2,not worth the price.,negative
7897,1,not worth the price.,negative
7898,3,"product is okay, nothing special.",neutral
7899,4,very satisfied with the quality.,positive
7900,3,"delivery was fine, product is decent.",neutral
7901,1,late delivery and poor packaging.,negative
7902,4,great value for money.,positive
7903,3,"product is okay, nothing special.",neutral
7904,5,great value for money.,positive
7905,1,very disappointed with the quality.,negative
7906,2,customer service was unhelpful.,negative
7907,1,customer service was unhelpful.,negative
7908,5,fast delivery and great packaging.,positive
7909,3,"product is okay, nothing special.",neutral
7910,2,customer service was unhelpful.,negative
7911,1,customer service was unhelpful.,negative
7912,1,product stopped working after few days.,negative
7913,1,late delivery and poor packaging.,negative
7914,4,very satisfied with the quality.,positive
7915,3,average experience overall.,neutral
7916,2,late delivery and poor packaging.,negative
7917,4,great value for money.,positive
7918,2,product stopped working after few days.,negative
7919,2,very disappointed with the quality.,negative
7920,4,fast delivery and great packaging.,positive
7921,3,"product is okay, nothing special.",neutral
7922,4,fast delivery and great packaging.,positive
7923,4,excellent product! exceeded expectations.,positive
7924,3,neutral about the quality.,neutral
7925,2,very disappointed with the quality.,negative
7926,2,customer service was unhelpful.,negative
7927,1,not worth the price.,negative
7928,4,excellent product! exceeded expectations.,positive
7929,3,"product is okay, nothing special.",neutral
7930,4,very satisfied with the quality.,positive
7931,4,excellent product! exceeded expectations.,positive
7932,4,"amazing experience, highly recommend!",positive
7933,1,not worth the price.,negative
7934,5,very satisfied with the quality.,positive
7935,1,customer service was unhelpful.,negative
7936,5,excellent product! exceeded expectations.,positive
7937,2,very disappointed with the quality.,negative
7938,1,not worth the price.,negative
7939,5,"amazing experience, highly recommend!",positive
7940,2,late delivery and poor packaging.,negative
7941,4,great value for money.,positive
7942,5,excellent product! exceeded expectations.,positive
7943,2,very disappointed with the quality.,negative
7944,1,customer service was unhelpful.,negative
7945,2,not worth the price.,negative
7946,1,not worth the price.,negative
7947,3,works fine but could be better.,neutral
7948,2,customer service was unhelpful.,negative
7949,3,average experience overall.,neutral
7950,4,excellent product! exceeded expectations.,positive
7951,5,excellent product! exceeded expectations.,positive
7952,3,"delivery was fine, product is decent.",neutral
7953,2,not worth the price.,negative
7954,2,late delivery and poor packaging.,negative
7955,4,"amazing experience, highly recommend!",positive
7956,1,customer service was unhelpful.,negative
7957,5,"amazing experience, highly recommend!",positive
7958,3,"product is okay, nothing special.",neutral
7959,5,excellent product! exceeded expectations.,positive
7960,2,customer service was unhelpful.,negative
7961,5,excellent product! exceeded expectations.,positive
7962,4,"amazing experience, highly recommend!",positive
7963,3,"product is okay, nothing special.",neutral
7964,4,excellent product! exceeded expectations.,positive
7965,4,great value for money.,positive
7966,1,late delivery and poor packaging.,negative
7967,1,late delivery and poor packaging.,negative
7968,2,not worth the price.,negative
7969,3,works fine but could be better.,neutral
7970,3,"delivery was fine, product is decent.",neutral
7971,5,great value for money.,positive
7972,4,excellent product! exceeded expectations.,positive
7973,2,very disappointed with the quality.,negative
7974,2,late delivery and poor packaging.,negative
7975,1,product stopped working after few days.,negative
7976,3,"delivery was fine, product is decent.",neutral
7977,5,excellent product! exceeded expectations.,positive
7978,1,product stopped working after few days.,negative
7979,1,customer service was unhelpful.,negative
7980,1,not worth the price.,negative
7981,3,"delivery was fine, product is decent.",neutral
7982,5,great value for money.,positive
7983,4,excellent product! exceeded expectations.,positive
7984,3,neutral about the quality.,neutral
7985,4,"amazing experience, highly recommend!",positive
7986,3,works fine but could be better.,neutral
7987,5,"amazing experience, highly recommend!",positive
7988,3,"delivery was fine, product is decent.",neutral
7989,5,great value for money.,positive
7990,5,fast delivery and great packaging.,positive
7991,3,neutral about the quality.,neutral
7992,3,average experience overall.,neutral
7993,4,excellent product! exceeded expectations.,positive
7994,2,customer service was unhelpful.,negative
7995,4,great value for money.,positive
7996,1,late delivery and poor packaging.,negative
7997,4,excellent product! exceeded expectations.,positive
7998,5,"amazing experience, highly recommend!",positive
7999,2,customer service was unhelpful.,negative
8000,5,very satisfied with the quality.,positive
8001,5,great value for money.,positive
8002,5,great value for money.,positive
8003,1,late delivery and poor packaging.,negative
8004,1,not worth the price.,negative
8005,3,works fine but could be better.,neutral
8006,4,fast delivery and great packaging.,positive
8007,4,fast delivery and great packaging.,positive
8008,3,"product is okay, nothing special.",neutral
8009,1,late delivery and poor packaging.,negative
8010,3,works fine but could be better.,neutral
8011,3,"product is okay, nothing special.",neutral
8012,5,great value for money.,positive
8013,5,excellent product! exceeded expectations.,positive
8014,5,"amazing experience, highly recommend!",positive
8015,5,fast delivery and great packaging.,positive
8016,1,product stopped working after few days.,negative
8017,5,"amazing experience, highly recommend!",positive
8018,1,customer service was unhelpful.,negative
8019,1,very disappointed with the quality.,negative
8020,1,not worth the price.,negative
8021,1,product stopped working after few days.,negative
8022,5,"amazing experience, highly recommend!",positive
8023,2,product stopped working after few days.,negative
8024,5,very satisfied with the quality.,positive
8025,4,very satisfied with the quality.,positive
8026,4,great value for money.,positive
8027,1,not worth the price.,negative
8028,1,very disappointed with the quality.,negative
8029,1,product stopped working after few days.,negative
8030,3,works fine but could be better.,neutral
8031,5,fast delivery and great packaging.,positive
8032,3,works fine but could be better.,neutral
8033,3,average experience overall.,neutral
8034,4,very satisfied with the quality.,positive
8035,1,very disappointed with the quality.,negative
8036,4,great value for money.,positive
8037,4,fast delivery and great packaging.,positive
8038,1,not worth the price.,negative
8039,2,very disappointed with the quality.,negative
8040,2,customer service was unhelpful.,negative
8041,5,very satisfied with the quality.,positive
8042,2,late delivery and poor packaging.,negative
8043,5,fast delivery and great packaging.,positive
8044,3,"product is okay, nothing special.",neutral
8045,1,customer service was unhelpful.,negative
8046,1,customer service was unhelpful.,negative
8047,1,late delivery and poor packaging.,negative
8048,3,"delivery was fine, product is decent.",neutral
8049,5,excellent product! exceeded expectations.,positive
8050,3,works fine but could be better.,neutral
8051,2,product stopped working after few days.,negative
8052,3,"product is okay, nothing special.",neutral
8053,2,customer service was unhelpful.,negative
8054,5,"amazing experience, highly recommend!",positive
8055,2,late delivery and poor packaging.,negative
8056,3,average experience overall.,neutral
