id_cliente,calificacion,texto_de_review,opinion
4565,2,customer service was unhelpful.,0
4566,2,not worth the price.,0
4567,2,customer service was unhelpful.,0
4568,4,fast delivery and great packaging.,1
4569,2,product stopped working after few days.,0
4570,5,excellent product! exceeded expectations.,1
4571,5,excellent product! exceeded expectations.,1
4572,4,very satisfied with the quality.,1
4573,5,fast delivery and great packaging.,1
4574,4,fast delivery and great packaging.,1
4575,2,not worth the price.,0
4576,1,product stopped working after few days.,0
4577,3,works fine but could be better.,0
4578,4,excellent product! exceeded expectations.,1
4579,3,average experience overall.,0
4580,2,customer service was unhelpful.,0
4581,1,very disappointed with the quality.,0
4582,2,product stopped working after few days.,0
4583,5,fast delivery and great packaging.,1
4584,3,neutral about the quality.,0
4585,5,great value for money.,1
4586,5,very satisfied with the quality.,1
4587,1,product stopped working after few days.,0
4588,2,not worth the price.,0
4589,3,neutral about the quality.,0
4590,5,great value for money.,1
4591,2,late delivery and poor packaging.,0
4592,3,neutral about the quality.,0
4593,3,works fine but could be better.,0
4594,1,late delivery and poor packaging.,0
4595,3,"delivery was fine, product is decent.",0
4596,4,fast delivery and great packaging.,1
4597,4,"amazing experience, highly recommend!",1
4598,4,fast delivery and great packaging.,1
4599,5,"amazing experience, highly recommend!",1
4600,5,"amazing experience, highly recommend!",1
4601,5,excellent product! exceeded expectations.,1
4602,2,customer service was unhelpful.,0
4603,1,customer service was unhelpful.,0
4604,1,not worth the price.,0
4605,4,fast delivery and great packaging.,1
4606,3,neutral about the quality.,0
4607,3,works fine but could be better.,0
4608,2,late delivery and poor packaging.,0
4609,2,product stopped working after few days.,0
4610,3,neutral about the quality.,0
4611,2,not worth the price.,0
4612,3,average experience overall.,0
4613,4,excellent product! exceeded expectations.,1
4614,2,customer service was unhelpful.,0
4615,3,works fine but could be better.,0
4616,5,excellent product! exceeded expectations.,1
4617,4,excellent product! exceeded expectations.,1
4618,1,customer service was unhelpful.,0
4619,2,not worth the price.,0
4620,2,customer service was unhelpful.,0
4621,3,"delivery was fine, product is decent.",0
4622,2,late delivery and poor packaging.,0
4623,2,not worth the price.,0
4624,3,neutral about the quality.,0
4625,3,neutral about the quality.,0
4626,3,"delivery was fine, product is decent.",0
4627,3,works fine but could be better.,0
4628,4,"amazing experience, highly recommend!",1
4629,2,product stopped working after few days.,0
4630,1,product stopped working after few days.,0
4631,1,customer service was unhelpful.,0
4632,5,very satisfied with the quality.,1
4633,2,customer service was unhelpful.,0
4634,1,very disappointed with the quality.,0
4635,1,not worth the price.,0
4636,4,"amazing experience, highly recommend!",1
4637,2,customer service was unhelpful.,0
4638,3,"product is okay, nothing special.",0
4639,4,great value for money.,1
4640,2,customer service was unhelpful.,0
4641,1,not worth the price.,0
4642,2,product stopped working after few days.,0
4643,3,"delivery was fine, product is decent.",0
4644,3,"delivery was fine, product is decent.",0
4645,5,excellent product! exceeded expectations.,1
4646,1,not worth the price.,0
4647,5,fast delivery and great packaging.,1
4648,2,product stopped working after few days.,0
4649,5,very satisfied with the quality.,1
4650,3,"delivery was fine, product is decent.",0
4651,1,very disappointed with the quality.,0
4652,3,neutral about the quality.,0
4653,4,great value for money.,1
4654,3,neutral about the quality.,0
4655,1,not worth the price.,0
4656,5,"amazing experience, highly recommend!",1
4657,4,fast delivery and great packaging.,1
4658,5,"amazing experience, highly recommend!",1
4659,5,excellent product! exceeded expectations.,1
4660,4,great value for money.,1
4661,3,neutral about the quality.,0
4662,5,excellent product! exceeded expectations.,1
4663,1,customer service was unhelpful.,0
4664,2,very disappointed with the quality.,0
4665,2,product stopped working after few days.,0
4666,2,not worth the price.,0
4667,1,customer service was unhelpful.,0
4668,3,average experience overall.,0
4669,2,customer service was unhelpful.,0
4670,4,excellent product! exceeded expectations.,1
4671,5,very satisfied with the quality.,1
4672,4,fast delivery and great packaging.,1
4673,4,very satisfied with the quality.,1
4674,4,fast delivery and great packaging.,1
4675,2,very disappointed with the quality.,0
4676,1,product stopped working after few days.,0
4677,2,product stopped working after few days.,0
4678,2,customer service was unhelpful.,0
4679,3,neutral about the quality.,0
4680,2,customer service was unhelpful.,0
4681,3,works fine but could be better.,0
4682,3,average experience overall.,0
4683,4,excellent product! exceeded expectations.,1
4684,2,very disappointed with the quality.,0
4685,4,very satisfied with the quality.,1
4686,4,excellent product! exceeded expectations.,1
4687,3,"product is okay, nothing special.",0
4688,4,fast delivery and great packaging.,1
4689,2,customer service was unhelpful.,0
4690,2,customer service was unhelpful.,0
4691,4,"amazing experience, highly recommend!",1
4692,4,excellent product! exceeded expectations.,1
4693,3,"delivery was fine, product is decent.",0
4694,2,very disappointed with the quality.,0
4695,1,product stopped working after few days.,0
4696,1,not worth the price.,0
4697,4,very satisfied with the quality.,1
4698,4,"amazing experience, highly recommend!",1
4699,3,"delivery was fine, product is decent.",0
4700,4,very satisfied with the quality.,1
4701,3,"product is okay, nothing special.",0
4702,4,"amazing experience, highly recommend!",1
4703,3,"delivery was fine, product is decent.",0
4704,1,late delivery and poor packaging.,0
4705,4,fast delivery and great packaging.,1
4706,3,"delivery was fine, product is decent.",0
4707,4,fast delivery and great packaging.,1
4708,4,"amazing experience, highly recommend!",1
4709,3,works fine but could be better.,0
4710,1,customer service was unhelpful.,0
4711,5,excellent product! exceeded expectations.,1
4712,5,"amazing experience, highly recommend!",1
4713,5,"amazing experience, highly recommend!",1
4714,1,customer service was unhelpful.,0
4715,3,neutral about the quality.,0
4716,1,product stopped working after few days.,0
4717,4,great value for money.,1
4718,4,fast delivery and great packaging.,1
4719,4,very satisfied with the quality.,1
4720,3,neutral about the quality.,0
4721,4,very satisfied with the quality.,1
4722,4,very satisfied with the quality.,1
4723,5,"amazing experience, highly recommend!",1
4724,3,average experience overall.,0
4725,1,customer service was unhelpful.,0
4726,5,fast delivery and great packaging.,1
4727,2,product stopped working after few days.,0
4728,5,"amazing experience, highly recommend!",1
4729,5,"amazing experience, highly recommend!",1
4730,4,"amazing experience, highly recommend!",1
4731,2,not worth the price.,0
4732,3,"delivery was fine, product is decent.",0
4733,5,very satisfied with the quality.,1
4734,2,very disappointed with the quality.,0
4735,2,not worth the price.,0
4736,4,"amazing experience, highly recommend!",1
4737,5,very satisfied with the quality.,1
4738,4,excellent product! exceeded expectations.,1
4739,2,product stopped working after few days.,0
4740,4,great value for money.,1
4741,5,"amazing experience, highly recommend!",1
4742,1,late delivery and poor packaging.,0
4743,4,very satisfied with the quality.,1
4744,4,excellent product! exceeded expectations.,1
4745,3,"delivery was fine, product is decent.",0
4746,2,not worth the price.,0
4747,5,"amazing experience, highly recommend!",1
4748,3,"product is okay, nothing special.",0
4749,5,excellent product! exceeded expectations.,1
4750,4,excellent product! exceeded expectations.,1
4751,2,customer service was unhelpful.,0
4752,5,very satisfied with the quality.,1
4753,2,not worth the price.,0
4754,1,product stopped working after few days.,0
4755,1,late delivery and poor packaging.,0
4756,2,late delivery and poor packaging.,0
4757,2,product stopped working after few days.,0
4758,1,customer service was unhelpful.,0
4759,5,"amazing experience, highly recommend!",1
4760,4,excellent product! exceeded expectations.,1
4761,1,not worth the price.,0
4762,1,product stopped working after few days.,0
4763,5,very satisfied with the quality.,1
4764,1,late delivery and poor packaging.,0
4765,1,customer service was unhelpful.,0
4766,1,customer service was unhelpful.,0
4767,4,fast delivery and great packaging.,1
4768,4,"amazing experience, highly recommend!",1
4769,3,works fine but could be better.,0
4770,1,not worth the price.,0
4771,3,"product is okay, nothing special.",0
4772,3,works fine but could be better.,0
4773,2,late delivery and poor packaging.,0
4774,1,late delivery and poor packaging.,0
4775,1,customer service was unhelpful.,0
4776,4,fast delivery and great packaging.,1
4777,4,very satisfied with the quality.,1
4778,1,product stopped working after few days.,0
4779,2,late delivery and poor packaging.,0
4780,2,product stopped working after few days.,0
4781,5,"amazing experience, highly recommend!",1
4782,5,excellent product! exceeded expectations.,1
4783,1,very disappointed with the quality.,0
4784,1,customer service was unhelpful.,0
4785,5,great value for money.,1
4786,1,late delivery and poor packaging.,0
4787,2,late delivery and poor packaging.,0
4788,4,very satisfied with the quality.,1
4789,1,very disappointed with the quality.,0
4790,2,product stopped working after few days.,0
4791,4,very satisfied with the quality.,1
4792,2,not worth the price.,0
4793,4,"amazing experience, highly recommend!",1
4794,1,customer service was unhelpful.,0
4795,5,excellent product! exceeded expectations.,1
4796,3,average experience overall.,0
4797,3,works fine but could be better.,0
4798,2,not worth the price.,0
4799,3,average experience overall.,0
4800,5,very satisfied with the quality.,1
4801,5,very satisfied with the quality.,1
4802,1,very disappointed with the quality.,0
4803,3,"product is okay, nothing special.",0
4804,5,"amazing experience, highly recommend!",1
4805,4,fast delivery and great packaging.,1
4806,1,customer service was unhelpful.,0
4807,5,excellent product! exceeded expectations.,1
4808,2,late delivery and poor packaging.,0
4809,1,very disappointed with the quality.,0
4810,1,late delivery and poor packaging.,0
4811,2,not worth the price.,0
4812,4,excellent product! exceeded expectations.,1
4813,2,product stopped working after few days.,0
4814,2,very disappointed with the quality.,0
4815,3,average experience overall.,0
4816,1,late delivery and poor packaging.,0
4817,2,not worth the price.,0
4818,3,average experience overall.,0
4819,4,excellent product! exceeded expectations.,1
4820,2,customer service was unhelpful.,0
4821,1,customer service was unhelpful.,0
4822,4,excellent product! exceeded expectations.,1
4823,2,late delivery and poor packaging.,0
4824,3,neutral about the quality.,0
4825,5,great value for money.,1
4826,1,customer service was unhelpful.,0
4827,5,"amazing experience, highly recommend!",1
4828,5,great value for money.,1
4829,5,very satisfied with the quality.,1
4830,2,product stopped working after few days.,0
4831,3,"delivery was fine, product is decent.",0
4832,1,very disappointed with the quality.,0
4833,3,"product is okay, nothing special.",0
4834,3,works fine but could be better.,0
4835,4,fast delivery and great packaging.,1
4836,5,very satisfied with the quality.,1
4837,1,not worth the price.,0
4838,3,neutral about the quality.,0
4839,1,product stopped working after few days.,0
4840,5,fast delivery and great packaging.,1
4841,4,"amazing experience, highly recommend!",1
4842,1,customer service was unhelpful.,0
4843,5,very satisfied with the quality.,1
4844,2,very disappointed with the quality.,0
4845,5,"amazing experience, highly recommend!",1
4846,4,excellent product! exceeded expectations.,1
4847,4,"amazing experience, highly recommend!",1
4848,4,great value for money.,1
4849,2,late delivery and poor packaging.,0
4850,1,very disappointed with the quality.,0
4851,4,"amazing experience, highly recommend!",1
4852,4,"amazing experience, highly recommend!",1
4853,4,"amazing experience, highly recommend!",1
4854,4,excellent product! exceeded expectations.,1
4855,4,very satisfied with the quality.,1
4856,1,late delivery and poor packaging.,0
4857,1,customer service was unhelpful.,0
4858,1,product stopped working after few days.,0
4859,2,customer service was unhelpful.,0
4860,3,average experience overall.,0
4861,4,fast delivery and great packaging.,1
4862,3,average experience overall.,0
4863,1,very disappointed with the quality.,0
4864,3,"product is okay, nothing special.",0
4865,3,"product is okay, nothing special.",0
4866,5,excellent product! exceeded expectations.,1
4867,2,customer service was unhelpful.,0
4868,1,not worth the price.,0
4869,3,neutral about the quality.,0
4870,4,very satisfied with the quality.,1
4871,3,"delivery was fine, product is decent.",0
4872,5,very satisfied with the quality.,1
4873,2,late delivery and poor packaging.,0
4874,2,customer service was unhelpful.,0
4875,5,very satisfied with the quality.,1
4876,4,fast delivery and great packaging.,1
4877,5,"amazing experience, highly recommend!",1
4878,3,"delivery was fine, product is decent.",0
4879,2,very disappointed with the quality.,0
4880,2,very disappointed with the quality.,0
4881,2,not worth the price.,0
4882,3,average experience overall.,0
4883,2,late delivery and poor packaging.,0
4884,1,very disappointed with the quality.,0
4885,2,customer service was unhelpful.,0
4886,5,"amazing experience, highly recommend!",1
4887,3,"product is okay, nothing special.",0
4888,1,not worth the price.,0
4889,2,product stopped working after few days.,0
4890,2,not worth the price.,0
4891,1,very disappointed with the quality.,0
4892,3,neutral about the quality.,0
4893,2,late delivery and poor packaging.,0
4894,3,average experience overall.,0
4895,4,great value for money.,1
4896,3,"product is okay, nothing special.",0
4897,2,not worth the price.,0
4898,4,"amazing experience, highly recommend!",1
4899,1,very disappointed with the quality.,0
4900,5,very satisfied with the quality.,1
4901,4,"amazing experience, highly recommend!",1
4902,3,neutral about the quality.,0
4903,2,late delivery and poor packaging.,0
4904,4,great value for money.,1
4905,1,very disappointed with the quality.,0
4906,1,customer service was unhelpful.,0
4907,4,great value for money.,1
4908,5,"amazing experience, highly recommend!",1
4909,5,"amazing experience, highly recommend!",1
4910,2,very disappointed with the quality.,0
4911,4,excellent product! exceeded expectations.,1
4912,3,"product is okay, nothing special.",0
4913,2,product stopped working after few days.,0
4914,5,very satisfied with the quality.,1
4915,1,very disappointed with the quality.,0
4916,4,great value for money.,1
4917,5,very satisfied with the quality.,1
4918,3,"delivery was fine, product is decent.",0
4919,3,"delivery was fine, product is decent.",0
4920,3,"product is okay, nothing special.",0
4921,1,late delivery and poor packaging.,0
4922,1,customer service was unhelpful.,0
4923,2,customer service was unhelpful.,0
4924,4,fast delivery and great packaging.,1
4925,4,excellent product! exceeded expectations.,1
4926,3,neutral about the quality.,0
4927,4,excellent product! exceeded expectations.,1
4928,3,average experience overall.,0
4929,4,great value for money.,1
4930,2,product stopped working after few days.,0
4931,1,product stopped working after few days.,0
4932,4,great value for money.,1
4933,3,average experience overall.,0
4934,2,late delivery and poor packaging.,0
4935,1,product stopped working after few days.,0
4936,3,average experience overall.,0
4937,3,neutral about the quality.,0
4938,1,customer service was unhelpful.,0
4939,5,fast delivery and great packaging.,1
4940,4,very satisfied with the quality.,1
4941,4,"amazing experience, highly recommend!",1
4942,1,very disappointed with the quality.,0
4943,4,excellent product! exceeded expectations.,1
4944,3,"product is okay, nothing special.",0
4945,4,excellent product! exceeded expectations.,1
4946,5,excellent product! exceeded expectations.,1
4947,3,"product is okay, nothing special.",0
4948,3,neutral about the quality.,0
4949,1,customer service was unhelpful.,0
4950,4,"amazing experience, highly recommend!",1
4951,5,fast delivery and great packaging.,1
4952,5,"amazing experience, highly recommend!",1
4953,1,late delivery and poor packaging.,0
4954,5,very satisfied with the quality.,1
4955,3,"delivery was fine, product is decent.",0
4956,1,customer service was unhelpful.,0
4957,3,"product is okay, nothing special.",0
4958,3,neutral about the quality.,0
4959,3,works fine but could be better.,0
4960,2,late delivery and poor packaging.,0
4961,4,excellent product! exceeded expectations.,1
4962,1,late delivery and poor packaging.,0
4963,3,works fine but could be better.,0
4964,2,very disappointed with the quality.,0
4965,4,fast delivery and great packaging.,1
4966,4,fast delivery and great packaging.,1
4967,5,very satisfied with the quality.,1
4968,5,"amazing experience, highly recommend!",1
4969,5,fast delivery and great packaging.,1
4970,5,excellent product! exceeded expectations.,1
4971,4,very satisfied with the quality.,1
4972,1,very disappointed with the quality.,0
4973,5,excellent product! exceeded expectations.,1
4974,2,not worth the price.,0
4975,2,late delivery and poor packaging.,0
4976,5,"amazing experience, highly recommend!",1
4977,3,"delivery was fine, product is decent.",0
4978,3,"delivery was fine, product is decent.",0
4979,2,customer service was unhelpful.,0
4980,5,"amazing experience, highly recommend!",1
4981,2,very disappointed with the quality.,0
4982,2,product stopped working after few days.,0
4983,4,very satisfied with the quality.,1
4984,2,product stopped working after few days.,0
4985,5,fast delivery and great packaging.,1
4986,3,"delivery was fine, product is decent.",0
4987,4,very satisfied with the quality.,1
4988,5,great value for money.,1
4989,5,very satisfied with the quality.,1
4990,2,very disappointed with the quality.,0
4991,2,late delivery and poor packaging.,0
4992,3,neutral about the quality.,0
4993,3,neutral about the quality.,0
4994,4,fast delivery and great packaging.,1
4995,5,excellent product! exceeded expectations.,1
4996,2,not worth the price.,0
4997,1,customer service was unhelpful.,0
4998,3,works fine but could be better.,0
4999,1,customer service was unhelpful.,0
5000,5,excellent product! exceeded expectations.,1
5001,4,great value for money.,1
5002,2,not worth the price.,0
5003,3,neutral about the quality.,0
5004,3,average experience overall.,0
5005,4,great value for money.,1
5006,1,customer service was unhelpful.,0
5007,2,product stopped working after few days.,0
5008,5,"amazing experience, highly recommend!",1
5009,3,neutral about the quality.,0
5010,4,"amazing experience, highly recommend!",1
5011,2,late delivery and poor packaging.,0
5012,5,great value for money.,1
5013,4,"amazing experience, highly recommend!",1
5014,5,fast delivery and great packaging.,1
5015,5,excellent product! exceeded expectations.,1
5016,4,fast delivery and great packaging.,1
5017,1,customer service was unhelpful.,0
5018,1,customer service was unhelpful.,0
5019,2,very disappointed with the quality.,0
5020,3,"delivery was fine, product is decent.",0
5021,2,late delivery and poor packaging.,0
5022,1,customer service was unhelpful.,0
5023,1,late delivery and poor packaging.,0
5024,3,"delivery was fine, product is decent.",0
5025,1,not worth the price.,0
5026,5,fast delivery and great packaging.,1
5027,2,late delivery and poor packaging.,0
5028,2,customer service was unhelpful.,0
5029,2,late delivery and poor packaging.,0
5030,2,not worth the price.,0
5031,4,great value for money.,1
5032,2,product stopped working after few days.,0
5033,3,"product is okay, nothing special.",0
5034,3,"product is okay, nothing special.",0
5035,5,very satisfied with the quality.,1
5036,5,great value for money.,1
5037,2,product stopped working after few days.,0
5038,3,"delivery was fine, product is decent.",0
5039,1,customer service was unhelpful.,0
5040,4,"amazing experience, highly recommend!",1
5041,3,average experience overall.,0
5042,2,customer service was unhelpful.,0
5043,5,very satisfied with the quality.,1
5044,2,late delivery and poor packaging.,0
5045,2,late delivery and poor packaging.,0
5046,2,not worth the price.,0
5047,4,excellent product! exceeded expectations.,1
5048,1,customer service was unhelpful.,0
5049,5,"amazing experience, highly recommend!",1
5050,5,very satisfied with the quality.,1
5051,1,product stopped working after few days.,0
5052,4,"amazing experience, highly recommend!",1
5053,1,not worth the price.,0
5054,1,customer service was unhelpful.,0
5055,4,fast delivery and great packaging.,1
5056,3,"delivery was fine, product is decent.",0
5057,5,great value for money.,1
5058,4,very satisfied with the quality.,1
5059,1,late delivery and poor packaging.,0
5060,5,"amazing experience, highly recommend!",1
5061,2,very disappointed with the quality.,0
5062,1,not worth the price.,0
5063,2,not worth the price.,0
5064,1,product stopped working after few days.,0
5065,2,late delivery and poor packaging.,0
5066,2,late delivery and poor packaging.,0
5067,5,excellent product! exceeded expectations.,1
5068,2,product stopped working after few days.,0
5069,3,"delivery was fine, product is decent.",0
5070,1,very disappointed with the quality.,0
5071,1,not worth the price.,0
5072,5,fast delivery and great packaging.,1
5073,2,not worth the price.,0
5074,5,great value for money.,1
5075,2,product stopped working after few days.,0
5076,4,great value for money.,1
5077,1,very disappointed with the quality.,0
5078,4,"amazing experience, highly recommend!",1
5079,5,"amazing experience, highly recommend!",1
5080,3,works fine but could be better.,0
5081,4,fast delivery and great packaging.,1
5082,4,excellent product! exceeded expectations.,1
5083,3,average experience overall.,0
5084,5,"amazing experience, highly recommend!",1
5085,4,"amazing experience, highly recommend!",1
5086,5,fast delivery and great packaging.,1
5087,2,late delivery and poor packaging.,0
5088,2,customer service was unhelpful.,0
5089,1,not worth the price.,0
5090,4,very satisfied with the quality.,1
5091,2,product stopped working after few days.,0
5092,1,not worth the price.,0
5093,5,fast delivery and great packaging.,1
5094,1,not worth the price.,0
5095,5,"amazing experience, highly recommend!",1
5096,2,not worth the price.,0
5097,4,great value for money.,1
5098,3,"delivery was fine, product is decent.",0
5099,3,"delivery was fine, product is decent.",0
5100,2,not worth the price.,0
5101,3,neutral about the quality.,0
5102,5,fast delivery and great packaging.,1
5103,2,not worth the price.,0
5104,3,"product is okay, nothing special.",0
5105,5,excellent product! exceeded expectations.,1
5106,3,neutral about the quality.,0
5107,5,fast delivery and great packaging.,1
5108,4,"amazing experience, highly recommend!",1
5109,4,very satisfied with the quality.,1
5110,4,fast delivery and great packaging.,1
5111,4,great value for money.,1
5112,4,very satisfied with the quality.,1
5113,2,very disappointed with the quality.,0
5114,2,late delivery and poor packaging.,0
5115,5,great value for money.,1
5116,2,not worth the price.,0
5117,4,excellent product! exceeded expectations.,1
5118,2,not worth the price.,0
5119,2,product stopped working after few days.,0
5120,4,"amazing experience, highly recommend!",1
5121,4,great value for money.,1
5122,2,customer service was unhelpful.,0
5123,4,great value for money.,1
5124,1,late delivery and poor packaging.,0
5125,2,very disappointed with the quality.,0
5126,3,"product is okay, nothing special.",0
5127,5,great value for money.,1
5128,2,product stopped working after few days.,0
5129,3,average experience overall.,0
5130,3,neutral about the quality.,0
5131,2,not worth the price.,0
5132,3,neutral about the quality.,0
5133,4,very satisfied with the quality.,1
5134,2,not worth the price.,0
5135,2,product stopped working after few days.,0
5136,5,"amazing experience, highly recommend!",1
5137,4,excellent product! exceeded expectations.,1
5138,3,neutral about the quality.,0
5139,2,product stopped working after few days.,0
5140,3,average experience overall.,0
5141,5,"amazing experience, highly recommend!",1
5142,4,excellent product! exceeded expectations.,1
5143,3,average experience overall.,0
5144,4,great value for money.,1
5145,1,customer service was unhelpful.,0
5146,1,product stopped working after few days.,0
5147,4,very satisfied with the quality.,1
5148,3,"delivery was fine, product is decent.",0
5149,5,"amazing experience, highly recommend!",1
5150,5,excellent product! exceeded expectations.,1
5151,5,great value for money.,1
5152,5,excellent product! exceeded expectations.,1
5153,4,fast delivery and great packaging.,1
5154,1,product stopped working after few days.,0
5155,4,excellent product! exceeded expectations.,1
5156,2,late delivery and poor packaging.,0
5157,5,excellent product! exceeded expectations.,1
5158,2,not worth the price.,0
5159,5,"amazing experience, highly recommend!",1
5160,5,great value for money.,1
5161,3,"product is okay, nothing special.",0
5162,5,excellent product! exceeded expectations.,1
5163,2,not worth the price.,0
5164,3,"delivery was fine, product is decent.",0
5165,5,excellent product! exceeded expectations.,1
5166,4,fast delivery and great packaging.,1
5167,1,customer service was unhelpful.,0
5168,1,late delivery and poor packaging.,0
5169,3,average experience overall.,0
5170,4,excellent product! exceeded expectations.,1
5171,3,neutral about the quality.,0
5172,1,product stopped working after few days.,0
5173,1,very disappointed with the quality.,0
5174,1,not worth the price.,0
5175,4,fast delivery and great packaging.,1
5176,2,not worth the price.,0
5177,2,product stopped working after few days.,0
5178,5,excellent product! exceeded expectations.,1
5179,5,excellent product! exceeded expectations.,1
5180,1,product stopped working after few days.,0
5181,5,excellent product! exceeded expectations.,1
5182,2,late delivery and poor packaging.,0
5183,4,"amazing experience, highly recommend!",1
5184,4,very satisfied with the quality.,1
5185,1,late delivery and poor packaging.,0
5186,2,product stopped working after few days.,0
5187,2,late delivery and poor packaging.,0
5188,1,very disappointed with the quality.,0
5189,2,late delivery and poor packaging.,0
5190,3,average experience overall.,0
5191,4,excellent product! exceeded expectations.,1
5192,1,very disappointed with the quality.,0
5193,4,very satisfied with the quality.,1
5194,2,late delivery and poor packaging.,0
5195,3,"delivery was fine, product is decent.",0
5196,5,great value for money.,1
5197,3,"product is okay, nothing special.",0
5198,3,works fine but could be better.,0
5199,5,excellent product! exceeded expectations.,1
5200,4,fast delivery and great packaging.,1
5201,2,not worth the price.,0
5202,1,customer service was unhelpful.,0
5203,3,"delivery was fine, product is decent.",0
5204,4,"amazing experience, highly recommend!",1
5205,3,neutral about the quality.,0
5206,1,very disappointed with the quality.,0
5207,1,customer service was unhelpful.,0
5208,5,excellent product! exceeded expectations.,1
5209,2,late delivery and poor packaging.,0
5210,4,very satisfied with the quality.,1
5211,5,"amazing experience, highly recommend!",1
5212,4,excellent product! exceeded expectations.,1
5213,1,not worth the price.,0
5214,2,late delivery and poor packaging.,0
5215,1,very disappointed with the quality.,0
5216,3,average experience overall.,0
5217,5,very satisfied with the quality.,1
5218,1,product stopped working after few days.,0
5219,3,average experience overall.,0
5220,2,customer service was unhelpful.,0
5221,3,average experience overall.,0
5222,1,not worth the price.,0
5223,4,fast delivery and great packaging.,1
5224,1,not worth the price.,0
5225,3,"delivery was fine, product is decent.",0
5226,1,not worth the price.,0
5227,2,customer service was unhelpful.,0
5228,4,very satisfied with the quality.,1
5229,5,excellent product! exceeded expectations.,1
5230,2,late delivery and poor packaging.,0
5231,2,product stopped working after few days.,0
5232,5,very satisfied with the quality.,1
5233,5,great value for money.,1
5234,3,neutral about the quality.,0
5235,3,neutral about the quality.,0
5236,3,"product is okay, nothing special.",0
5237,5,excellent product! exceeded expectations.,1
5238,3,works fine but could be better.,0
5239,2,customer service was unhelpful.,0
5240,3,average experience overall.,0
5241,5,excellent product! exceeded expectations.,1
5242,2,product stopped working after few days.,0
5243,1,not worth the price.,0
5244,3,average experience overall.,0
5245,3,average experience overall.,0
5246,1,not worth the price.,0
5247,3,average experience overall.,0
5248,3,neutral about the quality.,0
5249,4,excellent product! exceeded expectations.,1
5250,2,very disappointed with the quality.,0
5251,1,not worth the price.,0
5252,1,customer service was unhelpful.,0
5253,3,"delivery was fine, product is decent.",0
5254,4,great value for money.,1
5255,2,not worth the price.,0
5256,4,excellent product! exceeded expectations.,1
5257,3,"delivery was fine, product is decent.",0
5258,1,very disappointed with the quality.,0
5259,3,neutral about the quality.,0
5260,3,works fine but could be better.,0
5261,1,customer service was unhelpful.,0
5262,5,"amazing experience, highly recommend!",1
5263,2,customer service was unhelpful.,0
5264,5,great value for money.,1
5265,2,product stopped working after few days.,0
5266,2,very disappointed with the quality.,0
5267,1,product stopped working after few days.,0
5268,2,late delivery and poor packaging.,0
5269,4,great value for money.,1
5270,2,late delivery and poor packaging.,0
5271,1,customer service was unhelpful.,0
5272,3,average experience overall.,0
5273,4,very satisfied with the quality.,1
5274,5,"amazing experience, highly recommend!",1
5275,3,works fine but could be better.,0
5276,2,not worth the price.,0
5277,5,"amazing experience, highly recommend!",1
5278,4,very satisfied with the quality.,1
5279,5,"amazing experience, highly recommend!",1
5280,4,fast delivery and great packaging.,1
5281,2,not worth the price.,0
5282,1,very disappointed with the quality.,0
5283,4,excellent product! exceeded expectations.,1
5284,1,late delivery and poor packaging.,0
5285,5,very satisfied with the quality.,1
5286,1,very disappointed with the quality.,0
5287,2,very disappointed with the quality.,0
5288,3,average experience overall.,0
5289,5,excellent product! exceeded expectations.,1
5290,2,product stopped working after few days.,0
5291,2,not worth the price.,0
5292,2,late delivery and poor packaging.,0
5293,1,late delivery and poor packaging.,0
5294,5,"amazing experience, highly recommend!",1
5295,3,"delivery was fine, product is decent.",0
5296,2,customer service was unhelpful.,0
5297,4,"amazing experience, highly recommend!",1
5298,2,late delivery and poor packaging.,0
5299,5,great value for money.,1
5300,4,excellent product! exceeded expectations.,1
5301,1,not worth the price.,0
5302,5,excellent product! exceeded expectations.,1
5303,2,late delivery and poor packaging.,0
5304,4,great value for money.,1
5305,1,product stopped working after few days.,0
5306,4,fast delivery and great packaging.,1
5307,5,very satisfied with the quality.,1
5308,2,very disappointed with the quality.,0
5309,2,product stopped working after few days.,0
5310,1,product stopped working after few days.,0
5311,1,product stopped working after few days.,0
5312,5,"amazing experience, highly recommend!",1
5313,3,"product is okay, nothing special.",0
5314,5,great value for money.,1
5315,1,product stopped working after few days.,0
5316,2,customer service was unhelpful.,0
5317,4,fast delivery and great packaging.,1
5318,5,fast delivery and great packaging.,1
5319,4,fast delivery and great packaging.,1
5320,2,not worth the price.,0
5321,1,not worth the price.,0
5322,1,product stopped working after few days.,0
5323,5,excellent product! exceeded expectations.,1
5324,4,very satisfied with the quality.,1
5325,4,excellent product! exceeded expectations.,1
5326,3,"delivery was fine, product is decent.",0
5327,3,neutral about the quality.,0
5328,1,not worth the price.,0
5329,2,late delivery and poor packaging.,0
5330,3,"product is okay, nothing special.",0
5331,3,neutral about the quality.,0
5332,3,works fine but could be better.,0
5333,2,very disappointed with the quality.,0
5334,2,product stopped working after few days.,0
5335,1,very disappointed with the quality.,0
5336,1,customer service was unhelpful.,0
5337,5,"amazing experience, highly recommend!",1
5338,5,fast delivery and great packaging.,1
5339,4,fast delivery and great packaging.,1
5340,5,very satisfied with the quality.,1
5341,4,"amazing experience, highly recommend!",1
5342,5,very satisfied with the quality.,1
5343,3,"product is okay, nothing special.",0
5344,4,fast delivery and great packaging.,1
5345,2,product stopped working after few days.,0
5346,5,fast delivery and great packaging.,1
